Name,Rating,Position,PAC,SHO,PAS,DRI,DEF,PHY,Total_stats,PMD,Nacionalidad,Liga,Club
Harding,67,CB,69,41,54,60,66,78,368,61.33,Jamaica,EFL Championship,Millwall
Tobar,67,ST,76,70,48,65,27,59,345,57.50,Colombia,Sudamericana,Universitario
Gugganig,67,CB,41,47,50,50,67,77,332,55.33,Austria,O. Bundesliga,SCR Altach
Leal,67,CAM,71,64,65,71,44,52,367,61.17,Costa Rica,MLS,Nashville SC
McCarthy,67,GK,68,68,60,69,35,66,366,61.00,United States,MLS,LA Galaxy
McWilliams,67,CDM,74,58,61,65,62,78,398,66.33,England,EFL League One,Rotherham Utd
Sabovic,67,CDM,55,65,65,66,61,72,384,64.00,Sweden,Allsvenskan,Djurgardens IF
Alvarez,67,CAM,64,65,67,67,40,66,369,61.50,Argentina,Sudamericana,Lanus
Andersson,67,RB,75,45,60,65,61,67,373,62.17,Sweden,Eliteserien,Rosenborg BK
Hummet,67,ST,63,70,54,63,29,76,355,59.17,Turkey,Allsvenskan,Djurgardens IF
Soto,67,GK,67,69,58,70,46,63,373,62.17,Colombia,Sudamericana,America de Cali
van Veen,67,ST,53,69,61,64,26,70,343,57.17,Netherlands,Scottish Prem,St. Mirren
Berggren,67,CM,56,53,64,65,62,76,376,62.67,Sweden,PKO BP Ekstraklasa,Rakow
Palacios,67,CB,54,25,48,45,67,72,311,51.83,Colombia,Sudamericana,America de Cali
Sergio Santos,67,ST,90,62,55,68,28,68,371,61.83,Brazil,MLS,FC Cincinnati
Ricci,67,LB,63,34,55,62,65,66,345,57.50,Italy,Serie BKT,Cosenza
Echeverria,67,CB,54,23,41,41,69,71,299,49.83,Argentina,Sudamericana,Wilstermann
Andrenacci,67,GK,67,68,61,68,50,68,382,63.67,Italy,Serie BKT,Brescia
Romagna,67,CB,35,32,49,56,70,57,299,49.83,Italy,Serie BKT,Sassuolo
Dunkley,67,CB,49,36,42,49,65,79,320,53.33,England,EFL League Two,Chesterfield
Victor Garcia,67,LB,70,51,63,64,62,59,369,61.50,Spain,LALIGA HYPERMOTION,Malaga CF
Henriquez,67,CM,67,66,68,70,42,70,383,63.83,Chile,Sudamericana,Coquimbo Unido
Lopez Quintana,67,CB,59,30,41,41,67,76,314,52.33,Paraguay,Sudamericana,Guarani
Restrepo,67,CB,80,29,52,49,68,70,348,58.00,Colombia,Sudamericana,Nacional Potosi
Bola,67,LB,74,35,53,63,64,70,359,59.83,England,Trendyol Super Lig,Samsunspor
Baumann,67,ST,66,67,53,62,29,74,351,58.50,Germany,3. Liga,SV Sandhausen
Puscas,67,ST,67,67,53,64,36,72,359,59.83,Romania,Trendyol Super Lig,Bodrum FK
Burke,67,RM,87,63,61,62,37,73,383,63.83,Scotland,Bundesliga,SV Werder Bremen
Al Ammar,67,LB,76,51,64,69,59,68,387,64.50,Saudi Arabia,ROSHN Saudi League,Al Ahli
Jovicic,67,CDM,66,51,60,65,65,69,376,62.67,Serbia,O. Bundesliga,LASK
Van den Buijs,67,CB,56,54,61,58,67,70,366,61.00,Belgium,Eredivisie,RKC Waalwijk
Contin,67,ST,71,63,52,63,33,71,353,58.83,Argentina,Primera Division,Tigre
Gerli,67,CM,62,58,67,68,62,60,377,62.83,Italy,Serie BKT,Modena
Budescu,67,LW,39,70,75,71,26,50,331,55.17,Romania,SUPERLIGA,FC Gloria Buzau
Thychosen,67,RB,70,55,58,62,65,74,384,64.00,Denmark,Allsvenskan,AIK
Louiserre,67,CDM,65,64,65,68,64,69,395,65.83,France,Ligue 2 BKT,En Avant Guingamp
Al Sagour,67,RB,92,45,61,64,55,64,381,63.50,Saudi Arabia,ROSHN Saudi League,Al Ittihad
Grego Sierra,67,CB,52,50,53,57,68,71,351,58.50,Spain,SUPERLIGA,Univ. Craiova
Crowley,67,CAM,77,64,67,69,47,52,376,62.67,England,EFL League Two,Notts County
Grimshaw,67,GK,69,62,69,69,45,65,379,63.17,England,EFL Championship,Plymouth Argyle
Laursen,67,RM,74,66,66,69,37,56,368,61.33,Denmark,Eredivisie,Heracles Almelo
Docherty,67,CM,68,65,64,68,66,80,411,68.50,Scotland,EFL League One,Charlton Ath
Bingol,67,LB,76,60,64,66,60,69,395,65.83,Turkey,Trendyol Super Lig,Eyupspor
Stryjek,67,GK,67,67,63,68,42,66,373,62.17,Poland,PKO BP Ekstraklasa,Jagiellonia
Burgos,67,CB,50,47,46,53,66,81,343,57.17,Argentina,Primera Division,Ind. Rivadavia
Ortag,67,GK,70,67,60,68,45,68,378,63.00,Germany,Bundesliga 2,SSV Ulm 1846
Patrick Andrade,67,CDM,67,57,64,68,63,65,384,64.00,Cape Verde Islands,Liga Azerbaijan,Qarabag FK
Rosbach,67,CB,56,37,50,47,68,75,333,55.50,Germany,3. Liga,FC Hansa Rostock
Leemans,67,CM,52,70,69,65,59,70,385,64.17,Netherlands,Eredivisie,NAC Breda
Capello,67,ST,78,67,57,64,30,62,358,59.67,Italy,Serie BKT,Carrarese Calcio
Mbemba,67,CM,66,60,65,68,63,73,395,65.83,Congo,Ligue 2 BKT,Grenoble Foot 38
Bachmann,67,CDM,63,55,59,57,64,80,378,63.00,Germany,Bundesliga 2,FC Schalke 04
Dziczek,67,CDM,57,54,60,65,64,70,370,61.67,Poland,PKO BP Ekstraklasa,Piast Gliwice
Jon Garcia,67,CB,68,35,51,54,67,66,341,56.83,Spain,LALIGA HYPERMOTION,Albacete BP
Pirard,67,GK,67,65,65,68,33,66,364,60.67,Belgium,1A Pro League,KV Kortrijk
Johansson,67,RB,82,50,57,62,61,80,392,65.33,Sweden,Allsvenskan,Djurgardens IF
Agus Medina,67,CM,69,63,66,64,65,74,401,66.83,Spain,LALIGA HYPERMOTION,Albacete BP
Vural,67,GK,67,66,58,70,46,67,374,62.33,Turkey,Trendyol Super Lig,Sivasspor
Al Amri,67,LM,79,60,63,66,27,65,360,60.00,Saudi Arabia,ROSHN Saudi League,Al Raed
Zajkov,67,CB,50,24,47,47,68,71,307,51.17,FYR Macedonia,SUPERLIGA,Univ. Craiova
Dammers,67,CB,58,56,53,59,67,74,367,61.17,Netherlands,3F Superliga,Randers FC
Sporle,67,LB,73,55,59,63,63,71,384,64.00,Argentina,Primera Division,Independiente
Kubicki,67,CDM,71,56,63,65,62,75,392,65.33,Poland,PKO BP Ekstraklasa,Jagiellonia
Berry,67,CM,59,65,66,70,62,62,384,64.00,England,EFL League One,Charlton Ath
Sollacaro,67,GK,67,65,65,68,44,66,375,62.50,France,Ligue 2 BKT,AC Ajaccio
Coppolaro,67,CB,68,42,53,57,67,73,360,60.00,Italy,Serie BKT,Carrarese Calcio
Ajdini,67,RB,78,63,65,69,59,59,393,65.50,Kosovo,3. Liga,VfL Osnabruck
Zander,67,RB,76,37,57,62,63,65,360,60.00,Germany,3. Liga,SV Sandhausen
Ogilvie,67,LB,69,44,59,61,64,77,374,62.33,England,EFL Championship,Portsmouth
Ajeti,67,ST,71,67,55,66,28,70,357,59.50,Switzerland,CSSL,FC Basel 1893
Shi Ke,67,CB,67,27,44,48,66,76,328,54.67,China PR,CSL,Shandong Taishan
Aliti,67,CB,63,46,57,60,65,80,371,61.83,Kosovo,Trendyol Super Lig,Alanyaspor
Liu Binbin,67,RM,82,63,61,68,44,61,379,63.17,China PR,CSL,Shandong Taishan
Kurzawa,67,CDM,51,65,70,67,63,60,376,62.67,Poland,PKO BP Ekstraklasa,Pogon Szczecin
Houri,67,CAM,70,60,66,72,53,45,366,61.00,France,SUPERLIGA,Univ. Craiova
Kalinic,67,GK,70,63,53,69,33,68,356,59.33,Croatia,Liga Hrvatska,Hajduk Split
Esiti,67,CDM,52,45,56,56,68,78,355,59.17,Nigeria,Magyar Liga,Ferencvarosi TC
Hugill,67,ST,61,66,54,63,37,80,361,60.17,England,EFL League One,Rotherham Utd
Lundqvist,67,LB,67,52,63,62,63,59,366,61.00,Sweden,Allsvenskan,BK Hacken
Ramallo,67,LM,74,68,59,67,40,69,377,62.83,Bolivia,Libertadores,The Strongest
Arrascaita,67,RM,82,56,61,67,37,46,349,58.17,Bolivia,Libertadores,The Strongest
Contini,67,GK,68,66,61,69,48,64,376,62.67,Ukraine,Serie A Enilive,SSC Napoli
Olsen,67,CM,61,60,66,66,58,74,385,64.17,Denmark,SUPERLIGA,FC Dinamo 1948
Grozav,67,LM,76,66,63,67,32,66,370,61.67,Romania,SUPERLIGA,FC Petrolul
Raphael Rossi,67,CB,76,37,48,54,64,80,359,59.83,Brazil,PKO BP Ekstraklasa,Radomiak Radom
Gliozzi,67,ST,58,67,52,66,35,65,343,57.17,Italy,Serie BKT,Modena
Paquiez,67,RB,69,45,59,62,63,74,372,62.00,France,Ligue 2 BKT,Grenoble Foot 38
Harness,67,LM,85,62,61,67,38,58,371,61.83,England,EFL Championship,Derby County
Perea,67,CB,60,28,48,56,67,73,332,55.33,Colombia,Sudamericana,UCV
Didillon-Hodl,67,GK,68,62,68,71,56,66,391,65.17,France,Eredivisie,Willem II
Bontempo,67,LB,71,48,56,63,61,58,357,59.50,Argentina,Sudamericana,Wanderers
Becerra,67,ST,53,69,46,63,28,67,326,54.33,Argentina,Sudamericana,Dep. Cuenca
Augustyniak,67,CB,65,48,59,59,66,78,375,62.50,Poland,PKO BP Ekstraklasa,Legia Warszawa
Rambal,67,CB,55,38,50,58,67,67,335,55.83,Colombia,Sudamericana,ADT
Iorfa,67,CB,78,40,54,57,64,74,367,61.17,England,EFL Championship,Sheffield Wed
Mockenhaupt,67,CB,82,29,45,51,66,78,351,58.50,Germany,3. Liga,Wehen Wiesbaden
Adamyan,67,ST,70,68,62,71,34,67,372,62.00,Armenia,Bundesliga 2,1. FC Koln
Schultz,67,CB,42,26,44,51,66,76,305,50.83,Germany,3. Liga,Rot-Weiss Essen
Vejar,67,LB,89,51,61,70,58,68,397,66.17,Chile,Libertadores,Palestino
Pennington,67,CB,64,33,56,52,67,75,347,57.83,England,EFL League One,Blackpool
Felipe Abner,67,LB,77,48,60,69,62,63,379,63.17,Brazil,Ligue 2 BKT,USL Dunkerque
Maderner,67,ST,68,66,56,61,24,79,354,59.00,Austria,O. Bundesliga,Grazer AK
Zimmer,67,RB,86,59,59,68,58,64,394,65.67,Germany,Bundesliga 2,Kaiserslautern
Kutschke,67,ST,49,68,46,56,39,84,342,57.00,Germany,3. Liga,Dynamo Dresden
Andersen,67,CM,67,61,64,67,61,81,401,66.83,Denmark,3F Superliga,Silkeborg IF
Ballas,67,CB,54,41,43,38,66,78,320,53.33,Germany,Bundesliga 2,Jahn Regensburg
Kaufmann,67,CAM,77,67,62,70,53,70,399,66.50,Germany,Bundesliga 2,Braunschweig
Stefaniak,67,LM,75,60,66,68,29,62,360,60.00,Germany,3. Liga,FC Erzgebirge Aue
Cornick,67,ST,80,65,59,68,37,60,369,61.50,England,EFL Championship,Bristol City
Nasberg,67,CB,65,35,52,55,66,74,347,57.83,Norway,3F Superliga,Viborg FF
Islamovic,67,ST,54,70,57,62,30,71,344,57.33,Montenegro,Allsvenskan,Kalmar FF
Quintilla,67,LB,70,53,62,66,64,64,379,63.17,Spain,Liga Cyprus,APOEL FC
Gronning,67,CDM,34,52,58,56,65,77,342,57.00,Denmark,3F Superliga,Viborg FF
Alberto Jimenez,67,CB,52,56,58,58,62,85,371,61.83,Spain,LALIGA HYPERMOTION,CD Castellon
Bolados,67,RW,80,60,61,69,49,58,377,62.83,Chile,Libertadores,Colo-Colo
Opazo,67,RB,76,57,63,67,60,68,391,65.17,Chile,Libertadores,Colo-Colo
Asta-Buruaga,67,CB,62,42,51,51,68,72,346,57.67,Chile,Sudamericana,Everton
Asprilla,67,LM,74,69,61,68,44,70,386,64.33,Colombia,Liga Colombia,Atl. Nacional
Novoa,67,GK,64,72,73,62,47,68,386,64.33,Colombia,Libertadores,Millonarios
Gordillo,67,CDM,54,44,58,62,63,78,359,59.83,Colombia,Primera Division,Velez Sarsfield
Otalvaro,67,RB,61,54,66,65,66,64,376,62.67,Colombia,Sudamericana,Sportivo Luqueno
Martinez,67,GK,67,65,66,66,40,67,371,61.83,Colombia,Libertadores,Junior
Pinnock,67,CAM,80,66,68,66,50,71,401,66.83,England,EFL League One,Northampton
Andersson,67,LB,65,60,70,68,60,68,391,65.17,Sweden,PKO BP Ekstraklasa,Lech Poznan
Cerri,67,ST,40,71,51,61,37,73,333,55.50,Italy,Serie A Enilive,Como
Fossum,67,CM,68,62,65,68,62,74,399,66.50,Norway,1A Pro League,KV Kortrijk
Houghton,67,CDM,58,51,64,61,63,77,374,62.33,England,EFL Championship,Plymouth Argyle
Geipl,67,CDM,62,53,59,61,68,72,375,62.50,Germany,Bundesliga 2,Jahn Regensburg
Saez,67,ST,45,68,60,65,25,66,329,54.83,Argentina,Libertadores,Huachipato
Macey,67,GK,69,66,64,66,39,65,369,61.50,England,EFL League Two,Colchester
Evans,67,CM,52,63,67,65,66,78,391,65.17,Wales,EFL League One,Blackpool
Douline,67,CDM,45,58,60,62,65,72,362,60.33,France,CSSL,Servette FC
Clough,67,LM,68,61,65,69,45,62,370,61.67,England,A-League,Adelaide United
Renteria,67,ST,77,67,56,69,24,71,364,60.67,Colombia,Sudamericana,Alianza FC
Lohkemper,67,ST,75,65,57,68,31,51,347,57.83,Germany,3. Liga,SV Waldhof
Bueno,67,LW,76,67,67,67,25,57,359,59.83,Uruguay,Sudamericana,Danubio
Chipciu,67,LM,68,64,64,66,56,69,387,64.50,Romania,SUPERLIGA,FC Univ. Cluj
Jenssen,67,CB,53,54,62,61,66,73,369,61.50,Norway,Eliteserien,Rosenborg BK
Yalcin,67,RB,61,46,62,68,67,67,371,61.83,Germany,Trendyol Super Lig,Eyupspor
Vollath,67,GK,64,66,60,71,39,64,364,60.67,Germany,3. Liga,1860 Munchen
Radosevic,67,CDM,52,58,60,56,65,79,370,61.67,Croatia,3F Superliga,Brondby IF
Jeong Woon,67,CB,75,57,64,64,66,74,400,66.67,Korea Republic,K League 1,Jeju United
Kadzior,67,RM,90,62,61,69,46,65,393,65.50,Poland,PKO BP Ekstraklasa,Piast Gliwice
Higinio,67,ST,64,67,58,65,37,58,349,58.17,Spain,LALIGA HYPERMOTION,Albacete BP
Sosa Sanchez,67,ST,59,68,47,64,24,68,330,55.00,Uruguay,Sudamericana,Cerro Largo
Radakovic,67,CB,52,33,45,46,67,74,317,52.83,Serbia,Trendyol Super Lig,Sivasspor
Bratveit,67,GK,66,64,68,68,48,66,380,63.33,Norway,Eliteserien,Stromsgodset IF
Adjei-Boateng,67,CDM,74,63,58,66,62,81,404,67.33,Ghana,K League 1,Jeonbuk Hyundai
Perilli,67,GK,67,67,61,64,46,66,371,61.83,Italy,Serie A Enilive,Hellas Verona
Salva Ruiz,67,LB,72,30,62,61,64,67,356,59.33,Spain,LALIGA HYPERMOTION,CD Castellon
Trondsen,67,LB,73,65,66,67,62,71,404,67.33,Norway,Allsvenskan,IFK Goteborg
Zuffi,67,CDM,55,65,69,65,64,61,379,63.17,Switzerland,CSSL,FC Winterthur
Piesinger,67,CB,33,52,60,56,66,79,346,57.67,Austria,O. Bundesliga,Wolfsberger AC
Boutaib,67,ST,49,68,60,66,36,77,356,59.33,Morocco,Ligue 2 BKT,Pau FC
Peterson,67,LM,74,68,63,69,35,64,373,62.17,Sweden,Eredivisie,Fortuna Sittard
Lee,67,CM,67,66,64,68,59,68,392,65.33,England,EFL League One,Wrexham
Saller,67,LB,79,51,61,64,63,67,385,64.17,Germany,Bundesliga 2,Jahn Regensburg
Buatu,67,CB,56,41,51,54,65,77,344,57.33,Angola,Liga Portugal,Gil Vicente
Michel,67,GK,68,66,65,70,49,62,380,63.33,France,Ligue 2 BKT,AC Ajaccio
Payne,67,RB,68,56,61,59,62,81,387,64.50,New Zealand,A-League,Well. Phoenix
Maxwell,67,GK,68,65,67,67,41,68,376,62.67,Wales,EFL League One,Huddersfield
Roye,67,CDM,63,64,64,68,63,69,391,65.17,France,Ligue 2 BKT,Laval MFC
M'Changama,67,CM,73,65,67,69,62,69,405,67.50,Comoros,Ligue 2 BKT,ESTAC Troyes
van der Hart,67,GK,67,65,71,69,42,64,378,63.00,Netherlands,Eredivisie,sc Heerenveen
Himmelmann,67,GK,68,63,59,70,33,65,358,59.67,Germany,Bundesliga 2,Karlsruher SC
van Nieff,67,CDM,51,67,69,64,66,65,382,63.67,Netherlands,ISL,Mumbai City FC
Hermannsson,67,CB,42,34,54,59,66,80,335,55.83,Iceland,Serie BKT,Carrarese Calcio
Ankersen,67,RB,74,54,60,67,61,67,383,63.83,Denmark,3F Superliga,FC Nordsjaelland
Pettersson,67,CB,38,51,58,55,64,80,346,57.67,Sweden,Allsvenskan,Mjallby AIF
Ricci,67,CDM,70,66,67,70,60,65,398,66.33,Italy,Serie BKT,Sampdoria
Ju Se Jong,67,CDM,54,53,71,65,58,68,369,61.50,Korea Republic,K League 1,Daejeon
Yiadom,67,RB,75,52,59,65,62,77,390,65.00,Ghana,EFL League One,Reading
Sadiku,67,CDM,35,57,57,60,66,66,341,56.83,Albania,Trendyol Super Lig,Kasimpasa
Bjornbak,67,CB,36,47,57,50,65,80,335,55.83,Norway,Eliteserien,Molde FK
Vincent,67,CM,67,52,66,68,58,67,378,63.00,France,Ligue 2 BKT,SC Bastia
Lung,67,GK,66,66,65,66,37,67,367,61.17,Romania,SUPERLIGA,Univ. Craiova
Pucino,67,RB,75,45,55,65,62,71,373,62.17,Italy,Serie BKT,Bari
Abecasis,67,RB,75,49,62,65,63,75,389,64.83,Argentina,Primera Division,Ind. Rivadavia
Andre Sousa,67,CM,60,67,67,68,59,73,394,65.67,Portugal,Liga Portugal,Nacional
Ihiekwe,67,CB,59,36,44,52,66,77,334,55.67,England,EFL Championship,Sheffield Wed
Krajnc,67,CB,67,32,56,63,65,75,358,59.67,Slovenia,Serie BKT,Catanzaro
Reid,67,ST,76,68,53,66,24,74,361,60.17,Northern Ireland,EFL League One,Stevenage
Guillermo,67,ST,72,68,59,66,32,70,367,61.17,Spain,ISL,NorthEast United
Thoelke,67,CB,34,34,45,53,68,68,302,50.33,Germany,3. Liga,Saarbrucken
Klement,67,CAM,60,64,70,69,40,49,352,58.67,Germany,Bundesliga 2,Kaiserslautern
McHugh,67,CDM,43,52,60,62,65,77,359,59.83,Republic of Ireland,ISL,FC Goa
Ingram,67,GK,70,65,67,71,36,64,373,62.17,England,EFL Championship,Oxford United
Bauer,67,CB,29,38,47,40,67,70,291,48.50,Germany,EFL Championship,Preston
Trajkovski,67,LM,65,70,65,70,26,60,356,59.33,FYR Macedonia,Liga Hrvatska,Hajduk Split
Kennedy,67,LM,85,59,63,71,50,61,389,64.83,Northern Ireland,Scottish Prem,Kilmarnock
Wolski,67,CAM,55,63,69,71,32,56,346,57.67,Poland,PKO BP Ekstraklasa,Radomiak Radom
Kainz,67,CDM,71,58,65,65,64,71,394,65.67,Austria,O. Bundesliga,TSV Hartberg
Hubner,67,CB,30,43,41,40,69,69,292,48.67,Germany,3. Liga,Wehen Wiesbaden
Caio Secco,67,GK,62,65,60,66,40,71,364,60.67,Brazil,Liga Portugal,Moreirense FC
Tan Long,67,LM,71,68,61,65,36,75,376,62.67,China PR,CSL,Changchun Yatai
Risdon,67,RB,74,48,58,62,63,80,385,64.17,Australia,A-League,Perth Glory
Milosevic,67,CB,48,53,55,55,66,76,353,58.83,Sweden,Allsvenskan,AIK
Javi Hernandez,67,CAM,61,69,67,68,45,61,371,61.83,Spain,ISL,Jamshedpur FC
Flint,67,CB,35,44,44,48,66,79,316,52.67,England,EFL League One,Mansfield Town
Long,67,GK,67,66,66,68,31,67,365,60.83,England,EFL Championship,Norwich
Behich,67,LB,76,60,65,69,61,68,399,66.50,Australia,A-League,Melbourne City
Lopes,67,CB,52,29,46,51,67,76,321,53.50,Cape Verde Islands,SSE Airtricity PD,Shamrock Rovers
Thern,67,CM,75,64,66,69,58,71,403,67.17,Sweden,Allsvenskan,IFK Varnamo
Brady,67,LB,61,64,73,69,64,64,395,65.83,Republic of Ireland,EFL Championship,Preston
Manu Molina,67,CDM,59,60,68,67,61,61,376,62.67,Spain,LALIGA HYPERMOTION,Malaga CF
Helenius,67,ST,62,68,55,63,32,73,353,58.83,Denmark,3F Superliga,AaB
Le Bihan,67,ST,48,69,60,67,46,74,364,60.67,France,Ligue 2 BKT,SM Caen
Pawlowski,67,CAM,82,66,65,70,28,62,373,62.17,Poland,PKO BP Ekstraklasa,Widzew Lodz
Slowik,67,GK,67,59,55,71,40,70,362,60.33,Poland,Trendyol Super Lig,Konyaspor
De Preville,67,ST,72,68,66,67,39,64,376,62.67,France,Ligue 2 BKT,ESTAC Troyes
Verhulst,67,GK,66,65,70,69,46,65,381,63.50,Netherlands,Eredivisie,AZ
Burdisso,67,CB,32,41,52,48,66,73,312,52.00,Argentina,Primera Division,Huracan
Hong Jeong Ho,67,CB,70,45,53,56,65,78,367,61.17,Korea Republic,K League 1,Jeonbuk Hyundai
Chima Chukwu,67,ST,61,69,51,61,30,82,354,59.00,Nigeria,ISL,Chennaiyin FC
Silva,67,CB,32,38,51,53,64,78,316,52.67,Uruguay,MLS,Real Salt Lake
Darikwa,67,RB,84,50,61,63,62,76,396,66.00,Zimbabwe,EFL League One,Lincoln City
Potzmann,67,RB,71,62,61,67,64,70,395,65.83,Austria,O. Bundesliga,FK Austria Wien
Beermann,67,CB,32,39,47,43,67,76,304,50.67,Germany,3. Liga,VfL Osnabruck
Gorgon,67,CAM,66,65,67,67,52,69,386,64.33,Austria,PKO BP Ekstraklasa,Pogon Szczecin
Mensah,67,CB,60,44,55,53,64,79,355,59.17,Ghana,MLS,New England
Pajot,67,CM,49,56,67,67,65,71,375,62.50,France,Ligue 2 BKT,FC Annecy
Kouassi,67,CB,59,51,60,64,67,76,377,62.83,Ivory Coast,Ligue 2 BKT,Pau FC
McClean,67,LB,64,63,64,65,61,77,394,65.67,Republic of Ireland,EFL League One,Wrexham
Palmer,67,CB,68,59,63,64,65,75,394,65.67,Scotland,EFL Championship,Sheffield Wed
Maiello,67,CM,69,60,64,70,57,67,387,64.50,Italy,Serie BKT,Bari
Asen,67,CM,55,65,69,69,51,70,379,63.17,Norway,Eliteserien,Lillestrom SK
Saetra,67,CB,33,37,51,48,65,79,313,52.17,Norway,Allsvenskan,Kalmar FF
Kirkeskov,67,LB,68,51,67,67,61,72,386,64.33,Denmark,Bundesliga 2,Preusen Munster
Taskiran,67,GK,67,66,62,68,54,66,383,63.83,Turkey,Trendyol Super Lig,Alanyaspor
Sari,67,CB,48,52,55,50,67,76,348,58.00,Turkey,Trendyol Super Lig,Antalyaspor
Gregus,67,CDM,62,62,67,65,62,71,389,64.83,Slovakia,MLS,Houston Dynamo
Collins,67,ST,53,66,55,64,41,78,357,59.50,Republic of Ireland,EFL Championship,Derby County
Pedro Trigueira,67,GK,65,64,66,64,45,67,371,61.83,Portugal,Liga Portugal,AVS Futebol SAD
Qian Jiegei,67,CDM,74,58,62,65,62,74,395,65.83,China PR,CSL,Zhejiang Pro
Berenguer,67,CAM,57,62,67,68,53,65,372,62.00,France,A-League,Brisbane Roar
Brighenti,67,CB,70,40,51,55,67,73,356,59.33,Italy,Serie BKT,Catanzaro
Pink,67,ST,48,68,55,61,28,76,336,56.00,Austria,O. Bundesliga,Wolfsberger AC
Rojas,67,LM,75,65,64,71,45,38,358,59.67,New Zealand,A-League,Well. Phoenix
Falcinelli,67,ST,48,69,53,68,23,58,319,53.17,Italy,Serie BKT,Spezia
Shea,67,GK,67,65,60,67,27,67,353,58.83,England,EFL Championship,Luton Town
Nauber,67,CB,44,35,43,47,68,71,308,51.33,Germany,Eredivisie,Go Ahead Eagles
Hector Yuste,67,CB,52,52,62,57,66,77,366,61.00,Spain,ISL,East Bengal
Edwards,67,RB,66,59,63,66,63,75,392,65.33,England,EFL Championship,Plymouth Argyle
Abrahamsson,67,GK,67,68,67,68,41,65,376,62.67,Sweden,Allsvenskan,BK Hacken
Ruben Lima,67,CB,60,56,66,67,67,66,382,63.67,Portugal,Liga Portugal,Estrela Amadora
Hou Sen,67,GK,65,67,59,67,43,66,367,61.17,China PR,CSL,Beijing FC
Salomonsson,67,RB,68,65,65,65,63,69,395,65.83,Sweden,Allsvenskan,IFK Goteborg
Camora,67,LB,65,56,65,60,62,69,377,62.83,Romania,SUPERLIGA,CFR 1907 Cluj
Ortuno,67,ST,57,68,56,61,32,69,343,57.17,Spain,LALIGA HYPERMOTION,FC Cartagena
Ibusuki,67,ST,33,68,58,59,30,74,322,53.67,Japan,A-League,Western United
Hierlander,67,CM,67,66,67,69,65,70,404,67.33,Austria,O. Bundesliga,SK Sturm Graz
Tomeu Nadal,67,GK,65,62,62,69,36,68,362,60.33,Spain,LALIGA HYPERMOTION,CD Tenerife
Koybasi,67,LB,71,64,67,71,61,64,398,66.33,Turkey,Trendyol Super Lig,Goztepe
Sauthier,67,RB,59,54,66,62,66,67,374,62.33,Switzerland,CSSL,Yverdon Sport FC
Burchert,67,GK,66,66,62,64,43,70,371,61.83,Germany,Bundesliga,FC St. Pauli
Kashi,67,CDM,49,52,63,64,61,71,360,60.00,Algeria,Ligue 2 BKT,FC Annecy
Tshimanga,67,LB,84,56,59,67,62,64,392,65.33,Belgium,1A Pro League,K. Beerschot VA
Getinger,67,LB,74,62,62,62,62,70,392,65.33,Poland,PKO BP Ekstraklasa,Stal Mielec
Godden,67,ST,47,71,56,64,32,68,338,56.33,England,EFL League One,Charlton Ath
Daprela,67,CB,65,57,62,64,65,78,391,65.17,Switzerland,CSSL,FC Zurich
Vitor Gomes,67,CM,43,65,71,66,64,69,378,63.00,Portugal,Liga Portugal,Rio Ave FC
Evans,67,ST,52,68,59,66,39,79,363,60.50,Wales,EFL Championship,Preston
Fiorillo,67,GK,69,63,60,68,38,65,363,60.50,Italy,Serie BKT,Salernitana
Shin Kwang Hoon,67,RB,62,54,62,63,65,68,374,62.33,Korea Republic,K League 1,Pohang Steelers
Olsson,67,LB,60,61,65,64,65,72,387,64.50,Sweden,Allsvenskan,Malmo FF
Dreyer,67,GK,67,68,63,68,49,67,382,63.67,France,Ligue 1 McDonald's,Strasbourg
Hogg,67,CDM,45,55,59,64,65,74,362,60.33,England,EFL League One,Huddersfield
Burke,67,LW,63,69,66,69,29,60,356,59.33,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers
Sanchez,67,CDM,34,58,64,65,68,66,355,59.17,Colombia,Libertadores,San Lorenzo
De Maio,67,CB,40,42,43,58,66,70,319,53.17,France,Serie BKT,Mantova
Placide,67,GK,63,65,69,66,54,67,384,64.00,Haiti,Ligue 2 BKT,SC Bastia
Jenssen,67,CDM,55,59,66,65,61,74,380,63.33,Norway,Eliteserien,Tromso IL
Bjarnason,67,CAM,62,67,66,67,63,75,400,66.67,Iceland,Serie BKT,Brescia
Ravaglia,67,GK,65,65,61,69,30,65,355,59.17,Italy,Serie BKT,Sampdoria
Alex Lopez,67,CDM,59,67,69,67,60,68,390,65.00,Spain,LALIGA HYPERMOTION,Racing de Ferrol
Riou,67,GK,66,66,64,67,48,68,379,63.17,France,Ligue 2 BKT,Paris FC
Etienne Jr.,67,LM,81,62,61,67,40,64,375,62.50,Haiti,MLS,Toronto FC
Sharp,67,ST,52,69,61,62,38,66,348,58.00,England,EFL League Two,Doncaster
Ivan Cuellar,67,GK,65,67,64,67,47,66,376,62.67,Spain,LALIGA EA SPORTS,RCD Mallorca
Lockwood,67,ST,68,69,58,68,19,59,341,56.83,England,Scottish Women's League,Glasgow City FC
't Zand,67,CAM,76,67,63,70,54,63,393,65.50,Netherlands,Eredivisie,Heracles Almelo
El Sherif,67,GK,66,64,62,68,21,64,345,57.50,Austria,GPFBL,Carl Zeiss Jena
